45.4528;4.386815;2019-07-05T15:34:04.000Z
45.4528;4.386816667;2019-07-05T15:34:05.000Z
45.4528;4.386816667;2019-07-05T15:34:07.000Z
45.4528;4.386816667;2019-07-05T15:34:08.000Z
45.4528;4.386816667;2019-07-05T15:34:10.000Z
45.4528;4.386815;2019-07-05T15:34:11.000Z
45.4528;4.386815;2019-07-05T15:34:13.000Z
45.4528;4.386813333;2019-07-05T15:34:14.000Z
45.4528;4.386813333;2019-07-05T15:34:16.000Z
45.4528;4.386811667;2019-07-05T15:34:17.000Z
45.4528;4.38681;2019-07-05T15:34:19.000Z
45.4528;4.386808333;2019-07-05T15:34:20.000Z
45.4528;4.386808333;2019-07-05T15:34:22.000Z
45.4528;4.386806667;2019-07-05T15:34:23.000Z
45.4528;4.386806667;2019-07-05T15:34:25.000Z
45.4528;4.386806667;2019-07-05T15:34:26.000Z
45.4528;4.386806667;2019-07-05T15:34:28.000Z
45.4528;4.386806667;2019-07-05T15:34:29.000Z
45.4528;4.386806667;2019-07-05T15:34:31.000Z
45.4528;4.386806667;2019-07-05T15:34:32.000Z
45.4528;4.386806667;2019-07-05T15:34:34.000Z
45.4528;4.386806667;2019-07-05T15:34:35.000Z
45.4528;4.3868;2019-07-05T15:34:37.000Z
45.4528;4.386796667;2019-07-05T15:34:38.000Z
45.4528;4.386791667;2019-07-05T15:34:40.000Z
45.4528;4.38679;2019-07-05T15:34:41.000Z
45.4528;4.386785;2019-07-05T15:34:43.000Z
45.4528;4.386783333;2019-07-05T15:34:44.000Z
45.4528;4.38678;2019-07-05T15:34:45.000Z
45.4528;4.386778333;2019-07-05T15:34:46.000Z
45.452801667;4.386775;2019-07-05T15:34:48.000Z
45.452801667;4.386773333;2019-07-05T15:34:49.000Z
45.452803333;4.386768333;2019-07-05T15:34:51.000Z
45.452803333;4.386768333;2019-07-05T15:34:52.000Z
45.452803333;4.386766667;2019-07-05T15:34:54.000Z
45.452803333;4.386766667;2019-07-05T15:34:55.000Z
45.452803333;4.386766667;2019-07-05T15:34:57.000Z
45.452803333;4.386766667;2019-07-05T15:34:58.000Z
45.452803333;4.386765;2019-07-05T15:35:00.000Z
45.452803333;4.386763333;2019-07-05T15:35:01.000Z
45.452805;4.386761667;2019-07-05T15:35:03.000Z
45.452805;4.386761667;2019-07-05T15:35:04.000Z
45.452805;4.38676;2019-07-05T15:35:06.000Z
45.452805;4.38676;2019-07-05T15:35:07.000Z
45.452805;4.386758333;2019-07-05T15:35:09.000Z
45.452805;4.386758333;2019-07-05T15:35:10.000Z
45.452805;4.386756667;2019-07-05T15:35:12.000Z
45.452805;4.386756667;2019-07-05T15:35:13.000Z
45.452806667;4.386755;2019-07-05T15:35:15.000Z
45.452808333;4.386755;2019-07-05T15:35:16.000Z
45.452808333;4.386753333;2019-07-05T15:35:18.000Z
45.45281;4.386751667;2019-07-05T15:35:19.000Z
45.452811667;4.38675;2019-07-05T15:35:21.000Z
45.452811667;4.386748333;2019-07-05T15:35:22.000Z
45.452815;4.386743333;2019-07-05T15:35:24.000Z
45.452816667;4.38674;2019-07-05T15:35:25.000Z
45.452823333;4.386733333;2019-07-05T15:35:27.000Z
45.452826667;4.38673;2019-07-05T15:35:28.000Z
45.452831667;4.386728333;2019-07-05T15:35:30.000Z
45.452833333;4.386728333;2019-07-05T15:35:31.000Z
45.452836667;4.386725;2019-07-05T15:35:33.000Z
45.45284;4.386726667;2019-07-05T15:35:34.000Z
45.452848333;4.386731667;2019-07-05T15:35:36.000Z
45.45285;4.38673;2019-07-05T15:35:37.000Z
45.452853333;4.386728333;2019-07-05T15:35:39.000Z
45.452855;4.38673;2019-07-05T15:35:40.000Z
45.452858333;4.38673;2019-07-05T15:35:42.000Z
45.452858333;4.38673;2019-07-05T15:35:43.000Z
45.45286;4.386731667;2019-07-05T15:35:45.000Z
45.452858333;4.386731667;2019-07-05T15:35:46.000Z
45.452856667;4.386731667;2019-07-05T15:35:48.000Z
45.452856667;4.386731667;2019-07-05T15:35:49.000Z
45.452855;4.386733333;2019-07-05T15:35:51.000Z
45.452855;4.386735;2019-07-05T15:35:52.000Z
45.452853333;4.386736667;2019-07-05T15:35:54.000Z
45.452855;4.386738333;2019-07-05T15:35:55.000Z
45.452856667;4.386743333;2019-07-05T15:35:57.000Z
45.452856667;4.386743333;2019-07-05T15:35:58.000Z
45.452856667;4.38675;2019-07-05T15:36:00.000Z
45.452858333;4.386751667;2019-07-05T15:36:01.000Z
45.452861667;4.386758333;2019-07-05T15:36:03.000Z
45.452861667;4.386758333;2019-07-05T15:36:04.000Z
45.452863333;4.38676;2019-07-05T15:36:06.000Z
45.452863333;4.386761667;2019-07-05T15:36:07.000Z
45.452865;4.386763333;2019-07-05T15:36:09.000Z
45.452865;4.386765;2019-07-05T15:36:10.000Z
45.452861667;4.386755;2019-07-05T15:36:12.000Z
45.452858333;4.386753333;2019-07-05T15:36:13.000Z
45.452855;4.386753333;2019-07-05T15:36:15.000Z
45.452855;4.386753333;2019-07-05T15:36:16.000Z
45.452855;4.386755;2019-07-05T15:36:18.000Z
45.452855;4.386755;2019-07-05T15:36:19.000Z
45.45285;4.38674;2019-07-05T15:36:21.000Z
45.452843333;4.386743333;2019-07-05T15:36:22.000Z
45.452836667;4.386741667;2019-07-05T15:36:24.000Z
45.452836667;4.386741667;2019-07-05T15:36:25.000Z
45.452828333;4.386686667;2019-07-05T15:36:27.000Z
45.452826667;4.386685;2019-07-05T15:36:28.000Z
45.45282;4.386668333;2019-07-05T15:36:30.000Z
45.45282;4.386665;2019-07-05T15:36:31.000Z
45.452816667;4.38666;2019-07-05T15:36:33.000Z
45.452815;4.386656667;2019-07-05T15:36:34.000Z
45.452813333;4.386651667;2019-07-05T15:36:36.000Z
45.452811667;4.386648333;2019-07-05T15:36:37.000Z
45.452808333;4.386643333;2019-07-05T15:36:39.000Z
45.452806667;4.38664;2019-07-05T15:36:40.000Z
45.452803333;4.386635;2019-07-05T15:36:42.000Z
45.452801667;4.386631667;2019-07-05T15:36:43.000Z
45.452798333;4.386628333;2019-07-05T15:36:45.000Z
45.452796667;4.386625;2019-07-05T15:36:46.000Z
45.452793333;4.386621667;2019-07-05T15:36:48.000Z
45.452793333;4.38662;2019-07-05T15:36:49.000Z
